station,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes,increasing_optimal_length,increasing_optimal_length_pp_extreme,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes,high_t_optimal_length,high_t_optimal_length_pp_extreme,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,extreme_pp_rate,days_with_pp,extreme_pp_value,lat,lon,is_land,increasing_optimal_length_pp_extreme_norm,high_t_optimal_length_pp_extreme_norm,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm,avg_high_t_chain_length_for_extremes_norm,avg_increasing_chain_length_for_extremes_norm
-20.92957425448953_-53.4375,2.502262443438914,2.0833333333333335,7,0.09090909090909091,3.5339366515837103,1.75,3,0.1111111111111111,0.0,,0.03167420814479638,0.2857142857142857,0.05429864253393665,221,16.415232326835394,-20.92957425448953,-53.4375,True,1.6742424242424243,2.0462962962962963,,5.261904761904762,0.4951984635083227,0.832579867389994
-20.92957425448953_-56.25,2.3805970149253732,2.642857142857143,7,0.1111111111111111,3.33955223880597,3.0,5,0.09090909090909091,0.0,,0.03731343283582089,0.1,0.05223880597014925,268,21.274208184331656,-20.92957425448953,-56.25,True,2.126984126984127,1.7402597402597404,,1.9142857142857144,0.8983240223463688,1.1101656963725928
-20.92957425448953_-59.0625,2.1359832635983262,2.625,5,0.14285714285714285,3.228033472803347,3.1666666666666665,2,0.16666666666666666,0.006276150627615063,0.0,0.058577405857740586,0.03571428571428571,0.0502092050209205,478,24.655496422201395,-20.92957425448953,-59.0625,True,2.8452380952380953,3.319444444444444,0.0,0.7113095238095238,0.9809894145603802,1.2289422135161607
-20.92957425448953_-61.875,1.890125173852573,1.6666666666666667,1,0.06086956521739131,2.944367176634214,3.2222222222222223,5,0.08823529411764706,0.0013908205841446453,0.0,0.04172461752433936,0.0,0.05006954102920723,719,24.128565564751625,-20.92957425448953,-61.875,True,1.2157004830917875,1.7622549019607845,0.0,0.0,1.0943683409436835,0.88177581555065
-20.92957425448953_-64.6875,1.7098039215686274,1.3076923076923077,4,0.125,3.7098039215686276,2.3076923076923075,4,0.08333333333333333,0.00392156862745098,0.0,0.050980392156862744,0.07692307692307693,0.050980392156862744,255,22.114140260964632,-20.92957425448953,-64.6875,True,2.451923076923077,1.6346153846153846,0.0,1.5088757396449706,0.6220523662384126,0.7648200423429782
-20.92957425448953_-67.5,1.8043478260869565,1.6666666666666667,3,0.16666666666666666,3.5652173913043477,1.3333333333333333,2,0.5,0.0,,0.10869565217391304,0.0,0.06521739130434782,46,22.32097378000617,-20.92957425448953,-67.5,True,2.5555555555555554,7.666666666666667,,0.0,0.37398373983739835,0.9236947791164659
-20.92957425448953_-70.3125,1.3375,1.0,1,0.06451612903225806,5.0625,4.0,1,0.08,0.0,,0.025,0.5,0.05,80,17.640587780624628,-20.92957425448953,-70.3125,False,1.2903225806451613,1.5999999999999999,,10.0,0.7901234567901234,0.7476635514018692
-20.92957425448953_-73.125,3.34375,1.5,2,0.16666666666666666,2.6875,4.0,7,0.14285714285714285,0.0,,0.03125,1.0,0.0625,32,11.826652055606246,-20.92957425448953,-73.125,False,2.6666666666666665,2.2857142857142856,,16.0,1.4883720930232558,0.4485981308411215
-20.92957425448953_-75.9375,3.850515463917526,3.1,2,0.10526315789473684,2.832474226804124,1.9,1,0.06827309236947791,0.0,,0.06443298969072164,0.12,0.05154639175257732,388,2.769336279015988,-20.92957425448953,-75.9375,False,2.042105263157895,1.3244979919678717,,2.328,0.6707916287534121,0.805087014725569
-23.72017393353477_-53.4375,2.454198473282443,1.7037037037037037,1,0.07456140350877193,2.937022900763359,1.962962962962963,1,0.07777777777777778,0.019083969465648856,0.0,0.03816793893129771,0.0,0.05152671755725191,524,23.6304416321218,-23.72017393353477,-53.4375,True,1.4470435347628328,1.5094650205761317,0.0,0.0,0.6683512622434,0.6941996428777144
