station,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes,increasing_optimal_length,increasing_optimal_length_pp_extreme,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes,high_t_optimal_length,high_t_optimal_length_pp_extreme,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,extreme_pp_rate,days_with_pp,extreme_pp_value,lat,lon,is_land,increasing_optimal_length_pp_extreme_norm,high_t_optimal_length_pp_extreme_norm,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm,avg_high_t_chain_length_for_extremes_norm,avg_increasing_chain_length_for_extremes_norm
-32.091943881744044_-61.875,2.2615384615384615,2.6923076923076925,6,0.2,2.1615384615384614,1.8461538461538463,2,0.11538461538461539,0.023076923076923078,0.3333333333333333,0.019230769230769232,0.0,0.05,260,11.37152980081737,-32.091943881744044,-61.875,True,4.0,2.3076923076923075,6.666666666666666,0.0,0.8540925266903916,1.1904761904761907
-32.091943881744044_-64.6875,2.1724137931034484,2.1818181818181817,5,0.125,2.7142857142857144,1.3636363636363635,2,0.1,0.0049261083743842365,0.0,0.024630541871921183,0.0,0.054187192118226604,203,13.936226209625602,-32.091943881744044,-64.6875,True,2.3068181818181817,1.8454545454545455,0.0,0.0,0.5023923444976076,1.0043290043290043
-32.091943881744044_-67.5,2.1490384615384617,1.6363636363636365,1,0.0660377358490566,3.639423076923077,3.8181818181818183,3,0.1111111111111111,0.004807692307692308,0.0,0.014423076923076924,0.0,0.052884615384615384,208,12.490669777616858,-32.091943881744044,-67.5,True,1.248713550600343,2.1010101010101008,0.0,0.0,1.0491173291701694,0.7614399023794997
-32.091943881744044_-70.3125,2.224586288416076,1.9545454545454546,4,0.11764705882352941,3.5673758865248226,3.8181818181818183,3,0.1111111111111111,0.018912529550827423,0.0,0.018912529550827423,0.0,0.05200945626477541,423,17.657302133738995,-32.091943881744044,-70.3125,True,2.2620320855614975,2.1363636363636362,0.0,0.0,1.0703054400867522,0.8786107622451936
-32.091943881744044_-73.125,3.1666666666666665,4.05,6,0.10344827586206896,2.3697916666666665,2.65,5,0.2,0.09375,0.027777777777777776,0.0546875,0.0,0.052083333333333336,384,18.100403482094407,-32.091943881744044,-73.125,False,1.986206896551724,3.84,0.5333333333333333,0.0,1.1182417582417583,1.2789473684210526
-32.091943881744044_-75.9375,4.276752767527675,4.428571428571429,7,0.08333333333333333,1.7712177121771218,1.5714285714285714,2,0.10526315789473684,0.033210332103321034,0.1111111111111111,0.033210332103321034,0.0,0.05166051660516605,271,8.643111563287675,-32.091943881744044,-75.9375,False,1.613095238095238,2.037593984962406,2.1507936507936507,0.0,0.8872023809523809,1.0354985825218785
-34.8825209937735_-53.4375,3.015810276679842,2.576923076923077,1,0.08275862068965517,1.3952569169960474,1.4615384615384615,5,0.16666666666666666,0.0691699604743083,0.08571428571428572,0.08102766798418973,0.0975609756097561,0.05138339920948617,506,28.241747338324785,-34.8825209937735,-53.4375,False,1.6106100795755967,3.243589743589743,1.6681318681318682,1.898686679174484,1.0475049030289822,0.854471216856538
-34.8825209937735_-56.25,2.751231527093596,2.5714285714285716,4,0.06896551724137931,1.583743842364532,1.7142857142857142,7,0.14285714285714285,0.06896551724137931,0.07142857142857142,0.03694581280788178,0.26666666666666666,0.05172413793103448,406,24.17360907420516,-34.8825209937735,-56.25,True,1.3333333333333333,2.761904761904762,1.380952380952381,5.155555555555556,1.082426127527216,0.9346463742166518
-34.8825209937735_-59.0625,2.638036809815951,3.0588235294117645,7,0.125,1.834355828220859,1.9411764705882353,2,0.09523809523809523,0.02147239263803681,0.2857142857142857,0.03680981595092025,0.08333333333333333,0.05214723926380368,326,23.129129223525524,-34.8825209937735,-59.0625,True,2.3970588235294117,1.826330532212885,5.4789915966386555,1.5980392156862746,1.0582333267755262,1.1595075239398085
-34.8825209937735_-61.875,2.229090909090909,2.0714285714285716,4,0.1,2.1636363636363636,2.9285714285714284,7,0.2,0.06181818181818182,0.058823529411764705,0.03272727272727273,0.2222222222222222,0.05090909090909091,275,16.463859099894762,-34.8825209937735,-61.875,True,1.9642857142857144,3.928571428571429,1.1554621848739495,4.365079365079365,1.3535414165666266,0.9292705663015616
-34.8825209937735_-64.6875,2.045267489711934,1.3846153846153846,2,0.09433962264150944,2.3292181069958846,1.9230769230769231,6,0.1111111111111111,0.0411522633744856,0.0,0.024691358024691357,0.0,0.053497942386831275,243,13.378559751436114,-34.8825209937735,-64.6875,True,1.7634252539912918,2.0769230769230766,0.0,0.0,0.825631965207937,0.6769849868441418
-34.8825209937735_-67.5,2.4048582995951415,2.1538461538461537,7,0.4,2.48582995951417,2.6153846153846154,5,0.125,0.008097165991902834,0.0,0.012145748987854251,0.0,0.05263157894736842,247,12.213649554178119,-34.8825209937735,-67.5,True,7.6000000000000005,2.375,0.0,0.0,1.0521172638436482,0.8956228956228957
-34.8825209937735_-70.3125,2.4658385093167703,2.6,7,0.18181818181818182,2.681159420289855,2.48,3,0.0847457627118644,0.037267080745341616,0.05555555555555555,0.022774327122153208,0.09090909090909091,0.051759834368530024,483,15.195982251316309,-34.8825209937735,-70.3125,True,3.5127272727272727,1.6372881355932203,1.0733333333333333,1.7563636363636363,0.924972972972973,1.0544080604534005
-34.8825209937735_-73.125,3.2397540983606556,3.68,5,0.09523809523809523,2.0204918032786887,2.4,7,0.15,0.10860655737704918,0.03773584905660377,0.045081967213114756,0.0,0.05122950819672131,488,18.745842296630144,-34.8825209937735,-73.125,False,1.8590476190476188,2.928,0.7366037735849056,0.0,1.1878296146044622,1.135888678051866
-34.8825209937735_-75.9375,3.7851239669421486,2.88,2,0.14705882352941177,1.384297520661157,1.36,2,0.0967741935483871,0.024793388429752067,0.08333333333333333,0.06611570247933884,0.0,0.05165289256198347,484,11.200574180111289,-34.8825209937735,-75.9375,False,2.847058823529412,1.8735483870967742,1.6133333333333333,0.0,0.98244776119403,0.7608733624454148
-37.67308962904537_-53.4375,3.4427083333333335,3.8620689655172415,5,0.10204081632653061,1.5295138888888888,1.7586206896551724,3,0.1111111111111111,0.043402777777777776,0.08,0.06770833333333333,0.0,0.050347222222222224,576,22.817606572061777,-37.67308962904537,-53.4375,False,2.0267417311752287,2.206896551724138,1.5889655172413792,0.0,1.1497905984578654,1.1218112577599249
-37.67308962904537_-56.25,2.8051948051948052,2.625,5,0.10344827586206896,1.4242424242424243,1.2916666666666667,4,0.1111111111111111,0.06277056277056277,0.10344827586206896,0.049783549783549784,0.0,0.05194805194805195,462,22.973763942718506,-37.67308962904537,-56.25,False,1.9913793103448274,2.138888888888889,1.9913793103448274,0.0,0.9069148936170213,0.9357638888888888
-37.67308962904537_-59.0625,2.5,2.6315789473684212,6,0.07142857142857142,1.898936170212766,2.0526315789473686,6,0.16666666666666666,0.031914893617021274,0.08333333333333333,0.034574468085106384,0.07692307692307693,0.05053191489361702,376,17.6586021669209,-37.67308962904537,-59.0625,True,1.413533834586466,3.2982456140350878,1.6491228070175439,1.522267206477733,1.0809376382131801,1.0526315789473686
-37.67308962904537_-61.875,2.2136498516320473,1.588235294117647,1,0.08163265306122448,1.9228486646884273,1.411764705882353,1,0.06696428571428571,0.020771513353115726,0.0,0.032640949554896145,0.09090909090909091,0.050445103857566766,337,16.44433722831309,-37.67308962904537,-61.875,True,1.6182472989195678,1.327468487394958,0.0,1.8021390374331552,0.7342047930283225,0.717473584608106
-37.67308962904537_-64.6875,2.146788990825688,1.8235294117647058,4,0.09523809523809523,1.761467889908257,1.4705882352941178,5,0.125,0.027522935779816515,0.0,0.01529051987767584,0.0,0.05198776758409786,327,12.117618089541793,-37.67308962904537,-64.6875,True,1.8319327731092436,2.4044117647058822,0.0,0.0,0.8348651960784313,0.8494218200100553
-37.67308962904537_-67.5,2.278592375366569,1.9444444444444444,4,0.10714285714285714,1.8299120234604105,1.9444444444444444,5,0.15384615384615385,0.04985337243401759,0.0,0.02932551319648094,0.0,0.05278592375366569,341,12.688776478171349,-37.67308962904537,-67.5,True,2.0297619047619047,2.9145299145299144,0.0,0.0,1.0625890313390314,0.8533533533533533
-37.67308962904537_-70.3125,2.5592592592592593,2.6666666666666665,4,0.09722222222222222,1.9296296296296296,1.5185185185185186,2,0.0945945945945946,0.06111111111111111,0.06060606060606061,0.044444444444444446,0.0,0.05,540,16.758834617212415,-37.67308962904537,-70.3125,True,1.9444444444444444,1.8918918918918919,1.2121212121212122,0.0,0.7869481765834934,1.0419681620839363
-37.67308962904537_-73.125,2.9979035639413,2.9583333333333335,2,0.08108108108108109,1.6645702306079664,1.9166666666666667,6,0.2,0.11949685534591195,0.05263157894736842,0.050314465408805034,0.0,0.050314465408805034,477,19.147324981167912,-37.67308962904537,-73.125,True,1.6114864864864864,3.975,1.0460526315789473,0.0,1.151448362720403,0.9868006993006994
-37.67308962904537_-75.9375,3.489795918367347,3.740740740740741,5,0.12195121951219512,1.228200371057514,1.1851851851851851,2,0.16666666666666666,0.03153988868274583,0.058823529411764705,0.04081632653061224,0.0,0.05009276437847866,539,15.041573764756322,-37.67308962904537,-75.9375,False,2.4345076784101174,3.32716049382716,1.1742919389978215,0.0,0.9649770616537987,1.071908165475417
-40.46364817811508_-53.4375,3.6371681415929205,3.8275862068965516,5,0.07692307692307693,1.472566371681416,1.6206896551724137,5,0.125,0.06017699115044248,0.058823529411764705,0.04070796460176991,0.043478260869565216,0.05132743362831858,565,22.164150048047304,-40.46364817811508,-53.4375,False,1.4986737400530505,2.435344827586207,1.1460446247464504,0.8470764617691154,1.1005885278514589,1.05235338535112
-40.46364817811508_-56.25,3.1032028469750887,3.2758620689655173,5,0.10256410256410256,1.3362989323843417,1.4482758620689655,4,0.2222222222222222,0.033807829181494664,0.3684210526315789,0.037366548042704624,0.047619047619047616,0.051601423487544484,562,21.402154583483934,-40.46364817811508,-56.25,False,1.9876215738284704,4.306513409961686,7.139745916515426,0.922824302134647,1.0837963175536067,1.0556390382790257
-40.46364817811508_-59.0625,3.154320987654321,2.88,2,0.06741573033707865,1.5390946502057614,1.56,7,0.14285714285714285,0.0411522633744856,0.1,0.053497942386831275,0.07692307692307693,0.051440329218107,486,16.178636346012354,-40.46364817811508,-59.0625,False,1.310561797752809,2.7771428571428567,1.944,1.4953846153846153,1.0135828877005346,0.9130332681017613
-40.46364817811508_-61.875,2.583732057416268,2.238095238095238,6,0.06666666666666667,1.4952153110047848,1.4285714285714286,5,0.125,0.07177033492822966,0.0,0.08373205741626795,0.05714285714285714,0.050239234449760764,418,12.14844798669219,-40.46364817811508,-61.875,False,1.326984126984127,2.488095238095238,0.0,1.1374149659863946,0.9554285714285714,0.8662257495590828
-40.46364817811508_-64.6875,2.286501377410468,1.4736842105263157,1,0.08108108108108109,1.4738292011019283,1.368421052631579,5,0.2,0.049586776859504134,0.0,0.03305785123966942,0.16666666666666666,0.05234159779614325,363,12.4507044441998,-40.46364817811508,-64.6875,True,1.5490753911806543,3.8210526315789473,0.0,3.1842105263157894,0.9284800787014266,0.6445149017121117
-40.46364817811508_-67.5,2.2268518518518516,2.1363636363636362,5,0.08,1.5416666666666667,1.3636363636363635,3,0.1111111111111111,0.027777777777777776,0.0,0.03935185185185185,0.0,0.05092592592592592,432,13.895134348422289,-40.46364817811508,-67.5,True,1.570909090909091,2.1818181818181817,0.0,0.0,0.8845208845208844,0.9593649593649594
-40.46364817811508_-70.3125,2.4111675126903553,1.9666666666666666,2,0.07333333333333333,1.5279187817258884,1.5,6,0.14285714285714285,0.047377326565143825,0.0,0.05583756345177665,0.09090909090909091,0.050761421319796954,591,13.803993724286556,-40.46364817811508,-70.3125,True,1.4446666666666668,2.814285714285714,0.0,1.790909090909091,0.9817275747508305,0.8156491228070175
-40.46364817811508_-73.125,2.6881959910913142,2.782608695652174,7,0.1111111111111111,1.512249443207127,1.6956521739130435,6,0.14285714285714285,0.0957683741648107,0.046511627906976744,0.0801781737193764,0.0,0.051224944320712694,449,20.174592593684793,-40.46364817811508,-73.125,True,2.1690821256038646,2.7888198757763973,0.9079878665318504,0.0,1.1212780943843248,1.0351212132127805
-40.46364817811508_-75.9375,3.260115606936416,3.3461538461538463,2,0.08108108108108109,1.211946050096339,1.1538461538461537,3,0.07692307692307693,0.036608863198458574,0.10526315789473684,0.057803468208092484,0.0,0.05009633911368015,519,18.76937742345035,-40.46364817811508,-75.9375,False,1.6185031185031187,1.5355029585798818,2.1012145748987856,0.0,0.9520606579430109,1.02639116202946
-43.25419466535099_-53.4375,3.2013093289689034,3.3870967741935485,3,0.10576923076923077,1.3371522094926351,1.6774193548387097,7,0.2222222222222222,0.03436988543371522,0.23809523809523808,0.03927986906710311,0.041666666666666664,0.05073649754500818,611,17.654781276360154,-43.25419466535099,-53.4375,False,2.0846774193548385,4.379928315412186,4.692780337941628,0.8212365591397849,1.254471512614996,1.058034830793588
-43.25419466535099_-56.25,2.774193548387097,2.6333333333333333,4,0.07692307692307693,1.2190152801358234,1.2666666666666666,2,0.18181818181818182,0.04074702886247878,0.2916666666666667,0.03225806451612903,0.05263157894736842,0.050933786078098474,589,15.651837503537536,-43.25419466535099,-56.25,False,1.5102564102564102,3.56969696969697,5.726388888888889,1.0333333333333332,1.0390900649953574,0.9492248062015503
-43.25419466535099_-59.0625,2.8663101604278074,3.1379310344827585,5,0.10416666666666667,1.4188948306595366,1.1379310344827587,1,0.05922551252847381,0.023172905525846704,0.07692307692307693,0.040998217468805706,0.043478260869565216,0.05169340463458111,561,12.96604941599071,-43.25419466535099,-59.0625,False,2.0150862068965516,1.1457073285680621,1.4880636604774535,0.841079460269865,0.8019840582221452,1.0947632527020073
