station,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes,increasing_optimal_length,increasing_optimal_length_pp_extreme,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes,high_t_optimal_length,high_t_optimal_length_pp_extreme,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,extreme_pp_rate,days_with_pp,extreme_pp_value,lat,lon,is_land,increasing_optimal_length_pp_extreme_norm,high_t_optimal_length_pp_extreme_norm,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm,avg_high_t_chain_length_for_extremes_norm,avg_increasing_chain_length_for_extremes_norm
-20.92957425448953_-53.4375,3.097902097902098,4.125,3,0.14285714285714285,3.370629370629371,3.125,5,0.2,0.0,,0.006993006993006993,0.0,0.055944055944055944,143,19.77494303137064,-20.92957425448953,-53.4375,True,2.5535714285714284,3.575,,0.0,0.9271265560165974,1.3315462753950338
-20.92957425448953_-56.25,2.8735632183908044,3.0,2,0.125,3.8908045977011496,3.6666666666666665,2,0.125,0.0,,0.017241379310344827,0.0,0.05172413793103448,174,21.50339875370264,-20.92957425448953,-56.25,True,2.4166666666666665,2.4166666666666665,,0.0,0.9423929098966026,1.044
-20.92957425448953_-59.0625,2.8160919540229883,3.9285714285714284,7,0.11538461538461539,3.218390804597701,3.5714285714285716,7,0.0784313725490196,0.011494252873563218,0.0,0.038314176245210725,0.0,0.05363984674329502,261,30.568484868854284,-20.92957425448953,-59.0625,True,2.151098901098901,1.4621848739495797,0.0,0.0,1.1096938775510203,1.3950437317784257
-20.92957425448953_-61.875,2.4330708661417324,2.45,6,0.125,3.257217847769029,3.45,4,0.14705882352941177,0.013123359580052493,0.0,0.007874015748031496,0.0,0.05249343832020997,381,33.81357891485095,-20.92957425448953,-61.875,True,2.38125,2.8014705882352944,0.0,0.0,1.0591861402095084,1.006957928802589
-20.92957425448953_-64.6875,2.0,1.8888888888888888,4,0.125,4.664670658682635,4.111111111111111,3,0.15384615384615385,0.005988023952095809,0.0,0.005988023952095809,0.0,0.05389221556886228,167,25.214420165866613,-20.92957425448953,-64.6875,True,2.319444444444444,2.8547008547008548,0.0,0.0,0.8813293396091855,0.9444444444444444
-20.92957425448953_-67.5,2.0689655172413794,3.0,3,0.4,4.172413793103448,2.0,3,0.5,0.0,,0.034482758620689655,0.0,0.06896551724137931,29,27.86561530083418,-20.92957425448953,-67.5,True,5.800000000000001,7.25,,0.0,0.4793388429752066,1.45
-20.92957425448953_-70.3125,1.509433962264151,1.6666666666666667,3,0.25,6.490566037735849,7.0,7,0.0625,0.0,,0.0,,0.05660377358490566,53,17.855190066620708,-20.92957425448953,-70.3125,False,4.416666666666667,1.1041666666666667,,,1.0784883720930232,1.1041666666666667
-20.92957425448953_-73.125,3.423076923076923,4.0,7,0.2,2.769230769230769,4.0,7,0.16666666666666666,0.0,,0.0,,0.07692307692307693,26,11.826652055606246,-20.92957425448953,-73.125,False,2.6,2.1666666666666665,,,1.4444444444444444,1.1685393258426966
-20.92957425448953_-75.9375,4.404,4.076923076923077,5,0.09523809523809523,2.876,1.9230769230769231,1,0.07236842105263158,0.0,,0.024,0.0,0.052,250,2.8279553283937275,-20.92957425448953,-75.9375,False,1.8315018315018314,1.3917004048582997,,0.0,0.6686637423772334,0.9257318521623699
-23.72017393353477_-53.4375,2.9935064935064934,3.0,7,0.07692307692307693,3.1103896103896105,2.625,2,0.09375,0.025974025974025976,0.0,0.012987012987012988,0.0,0.05194805194805195,308,27.099485881626606,-23.72017393353477,-53.4375,True,1.4807692307692308,1.8046874999999998,0.0,0.0,0.843945720250522,1.002169197396963
-23.72017393353477_-56.25,2.822429906542056,3.0,7,0.08333333333333333,2.987538940809969,2.411764705882353,3,0.08333333333333333,0.01557632398753894,0.0,0.028037383177570093,0.0,0.0529595015576324,321,25.482880789786577,-23.72017393353477,-56.25,True,1.5735294117647058,1.5735294117647058,0.0,0.0,0.8072747347114028,1.0629139072847682
-23.72017393353477_-59.0625,2.677233429394813,3.3333333333333335,4,0.1111111111111111,2.9538904899135447,3.111111111111111,3,0.0975609756097561,0.02881844380403458,0.0,0.040345821325648415,0.07142857142857142,0.05187319884726225,347,34.62752541527152,-23.72017393353477,-59.0625,True,2.141975308641975,1.880758807588076,0.0,1.376984126984127,1.0532249322493226,1.2450663796196628
-23.72017393353477_-61.875,2.594736842105263,3.4210526315789473,6,0.2,2.8684210526315788,2.6315789473684212,2,0.08163265306122448,0.06578947368421052,0.08,0.02631578947368421,0.0,0.05,380,21.550760697573423,-23.72017393353477,-61.875,True,4.0,1.6326530612244896,1.5999999999999999,0.0,0.9174311926605506,1.3184584178498986
-23.72017393353477_-64.6875,1.6363636363636365,1.8,3,0.15384615384615385,4.511363636363637,1.8,3,0.2222222222222222,0.0,,0.0,,0.056818181818181816,88,27.41171009838581,-23.72017393353477,-64.6875,True,2.707692307692308,3.911111111111111,,,0.398992443324937,1.0999999999999999
-23.72017393353477_-67.5,1.3846153846153846,1.25,2,0.3333333333333333,5.397435897435898,4.0,1,0.1111111111111111,0.0,,0.01282051282051282,0.0,0.05128205128205128,78,10.26219476480037,-23.72017393353477,-67.5,True,6.5,2.1666666666666665,,0.0,0.7410926365795724,0.9027777777777778
-23.72017393353477_-70.3125,1.6898395721925135,1.9,4,0.14285714285714285,5.320855614973262,5.6,4,0.25,0.0,,0.016042780748663103,0.0,0.053475935828877004,187,31.593330949544907,-23.72017393353477,-70.3125,True,2.6714285714285713,4.675,,0.0,1.052462311557789,1.124367088607595
