station,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes,increasing_optimal_length,increasing_optimal_length_pp_extreme,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes,high_t_optimal_length,high_t_optimal_length_pp_extreme,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,extreme_pp_rate,days_with_pp,extreme_pp_value,lat,lon,is_land,increasing_optimal_length_pp_extreme_norm,high_t_optimal_length_pp_extreme_norm,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm,avg_high_t_chain_length_for_extremes_norm,avg_increasing_chain_length_for_extremes_norm
-20.92957425448953_-53.4375,3.199248120300752,2.857142857142857,1,0.07894736842105263,1.8045112781954886,2.2857142857142856,5,0.16666666666666666,0.10526315789473684,0.10714285714285714,0.011278195488721804,0.3333333333333333,0.05263157894736842,266,80.71250226348639,-20.92957425448953,-53.4375,True,1.5,3.1666666666666665,2.0357142857142856,6.333333333333333,1.2666666666666666,0.8930669800235018
-20.92957425448953_-56.25,3.2226027397260273,2.6,2,0.08433734939759036,1.7773972602739727,2.2,7,0.2222222222222222,0.10616438356164383,0.03225806451612903,0.00684931506849315,0.0,0.05136986301369863,292,60.27607619762421,-20.92957425448953,-56.25,True,1.6417670682730923,4.325925925925926,0.6279569892473118,0.0,1.2377649325626205,0.8068012752391074
-20.92957425448953_-59.0625,2.9754601226993866,3.1176470588235294,4,0.0784313725490196,1.7147239263803682,1.5294117647058822,4,0.08333333333333333,0.2085889570552147,0.04411764705882353,0.024539877300613498,0.0,0.05214723926380368,326,73.01290612667799,-20.92957425448953,-59.0625,True,1.5040369088811996,1.5980392156862746,0.8460207612456748,0.0,0.8919288645690834,1.0477865372953306
-20.92957425448953_-61.875,3.098,2.769230769230769,3,0.08737864077669903,2.182,1.6923076923076923,6,0.09090909090909091,0.082,0.04878048780487805,0.01,0.0,0.052,500,74.45932254195213,-20.92957425448953,-61.875,True,1.6803584764749815,1.7482517482517483,0.9380863039399625,0.0,0.775576394274836,0.8938769429408552
-20.92957425448953_-64.6875,2.8353909465020575,2.5384615384615383,2,0.08450704225352113,2.016460905349794,1.6923076923076923,2,0.14285714285714285,0.11522633744855967,0.10714285714285714,0.00411522633744856,0.0,0.053497942386831275,243,150.25389231741428,-20.92957425448953,-64.6875,True,1.579631635969664,2.67032967032967,2.0027472527472527,0.0,0.8392464678178964,0.8952774366417328
-20.92957425448953_-67.5,2.746913580246914,2.588235294117647,6,0.08333333333333333,1.5679012345679013,1.4705882352941178,3,0.17647058823529413,0.07716049382716049,0.08,0.009259259259259259,0.3333333333333333,0.05246913580246913,324,69.51423771679401,-20.92957425448953,-67.5,True,1.588235294117647,3.363321799307959,1.5247058823529414,6.352941176470588,0.9379342288096341,0.9422339722405816
-20.92957425448953_-70.3125,1.9589041095890412,2.5,6,0.5,4.315068493150685,3.625,6,0.3333333333333333,0.0,,0.0,,0.0547945205479452,146,8.00904300995171,-20.92957425448953,-70.3125,False,9.125,6.083333333333333,,,0.8400793650793651,1.2762237762237763
-20.92957425448953_-73.125,5.392070484581498,4.833333333333333,3,0.15789473684210525,2.33920704845815,2.0833333333333335,2,0.1,0.00881057268722467,0.0,0.05726872246696035,0.07692307692307693,0.05286343612334802,227,3.9088021614588797,-20.92957425448953,-73.125,False,2.9868421052631575,1.8916666666666668,0.0,1.455128205128205,0.8906151914626491,0.8963779956427015
-20.92957425448953_-75.9375,6.592920353982301,6.583333333333333,3,0.14285714285714285,1.4955752212389382,2.0,2,0.3333333333333333,0.1504424778761062,0.14705882352941177,0.035398230088495575,0.0,0.05309734513274336,226,4.646732239052653,-20.92957425448953,-75.9375,False,2.6904761904761902,6.277777777777778,2.769607843137255,0.0,1.3372781065088757,0.9985458612975391
-23.72017393353477_-53.4375,3.0808625336927222,2.473684210526316,1,0.08108108108108109,1.9973045822102427,1.631578947368421,4,0.1111111111111111,0.05121293800539083,0.10526315789473684,0.005390835579514825,0.0,0.05121293800539083,371,48.15313350409269,-23.72017393353477,-53.4375,True,1.5832147937411096,2.1695906432748537,2.0554016620498614,0.0,0.8168904041480218,0.8029193719206152
