station,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes,increasing_optimal_length,increasing_optimal_length_pp_extreme,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes,high_t_optimal_length,high_t_optimal_length_pp_extreme,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,extreme_pp_rate,days_with_pp,extreme_pp_value,lat,lon,is_land,increasing_optimal_length_pp_extreme_norm,high_t_optimal_length_pp_extreme_norm,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm,avg_high_t_chain_length_for_extremes_norm,avg_increasing_chain_length_for_extremes_norm
-20.92957425448953_-53.4375,2.2917341977309564,1.6048387096774193,1,0.08604407135362015,1.7674230145867098,1.403225806451613,1,0.061142857142857145,0.04213938411669368,0.028846153846153848,0.055915721231766614,0.13043478260869565,0.050243111831442464,2468,23.60434290021658,-20.92957425448953,-53.4375,True,1.7125545814575365,1.2169400921658986,0.5741315136476427,2.5960729312762973,0.7939388561032968,0.7002726194278412
-20.92957425448953_-56.25,2.288318144159072,1.9504132231404958,1,0.07052631578947369,1.8073736536868268,1.4793388429752066,1,0.057759626604434074,0.03603976801988401,0.04597701149425287,0.05716652858326429,0.13768115942028986,0.050124275062137534,2414,19.948288751766086,-20.92957425448953,-56.25,True,1.407029143105698,1.1523284183727591,0.917260378075425,2.746796023475865,0.8185019406239168,0.8523348154708829
-20.92957425448953_-59.0625,2.1961427985227737,1.7073170731707317,1,0.0775347912524851,1.7911366434140337,1.3495934959349594,1,0.06172839506172839,0.054985638079606075,0.007462686567164179,0.049651210504718914,0.0743801652892562,0.05047189167008617,2437,22.332022804766893,-20.92957425448953,-59.0625,True,1.5361974494496438,1.223025193214895,0.1478582696274724,1.4736948195928241,0.7534843870775477,0.7774162382879435
-20.92957425448953_-61.875,2.20481220657277,1.7093023255813953,1,0.07323232323232323,2.1396713615023475,1.5930232558139534,1,0.06307129798903108,0.028169014084507043,0.020833333333333332,0.04870892018779343,0.07228915662650602,0.05046948356807512,1704,37.148483376950026,-20.92957425448953,-61.875,True,1.4510218463706837,1.249691764805918,0.41279069767441856,1.4323339871112355,0.74451772570131,0.7752598250707207
-20.92957425448953_-64.6875,2.0787282361847086,1.9323308270676691,1,0.059931506849315065,1.6642694928084785,1.3533834586466165,1,0.05700836820083682,0.04466313398940197,0.025423728813559324,0.050340651021953065,0.10526315789473684,0.050340651021953065,2642,93.84886734187603,-20.92957425448953,-64.6875,True,1.1905191059841385,1.1324519457639917,0.5050337708678476,2.0910170162247725,0.8131997038308757,0.929573569758336
-20.92957425448953_-67.5,2.202616970658208,1.7874015748031495,1,0.0743718592964824,1.6506740681998413,1.3228346456692914,1,0.06032608695652174,0.04203013481363997,0.009433962264150943,0.05908009516256939,0.10738255033557047,0.05035685963521015,2522,43.524688482284546,-20.92957425448953,-67.5,True,1.4768962924860523,1.1979715850736048,0.18734214826920217,2.1324314326481,0.8013905780393834,0.8114899678944272
-20.92957425448953_-70.3125,1.7707509881422925,1.9230769230769231,6,0.5,3.4426877470355732,3.076923076923077,6,0.25,0.0,,0.03162055335968379,0.0,0.05138339920948617,253,6.369475484825671,-20.92957425448953,-70.3125,False,9.73076923076923,4.865384615384615,,0.0,0.8937560717124438,1.0860233516483517
-20.92957425448953_-73.125,5.348404255319149,5.526315789473684,5,0.10810810810810811,2.404255319148936,2.1052631578947367,2,0.2,0.010638297872340425,0.25,0.07446808510638298,0.0,0.05053191489361702,376,3.541003412101418,-20.92957425448953,-73.125,False,2.1394025604551925,3.9578947368421056,4.947368421052632,0.0,0.8756404285048904,1.0332644141432645
-20.92957425448953_-75.9375,6.633720930232558,6.833333333333333,4,0.125,1.5843023255813953,2.4444444444444446,4,0.16666666666666666,0.14825581395348839,0.058823529411764705,0.02616279069767442,0.0,0.05232558139534884,344,4.276050848420709,-20.92957425448953,-75.9375,False,2.388888888888889,3.1851851851851847,1.1241830065359477,0.0,1.542915392456677,1.0300905638328952
-23.72017393353477_-53.4375,2.3437345220406143,1.8529411764705883,1,0.07614213197969544,1.858345715700842,1.5490196078431373,6,0.0625,0.03813769192669639,0.03896103896103896,0.04804358593363051,0.20618556701030927,0.05052005943536404,2019,19.964345544576645,-23.72017393353477,-53.4375,True,1.5071663183039714,1.2371323529411764,0.7711993888464477,4.081261370527592,0.8335475981437351,0.7905934563174382
-23.72017393353477_-56.25,2.3299492385786804,1.9191919191919191,1,0.06875,1.914720812182741,1.6464646464646464,4,0.05714285714285714,0.029949238578680204,0.05084745762711865,0.050761421319796954,0.14,0.050253807106598984,1970,19.408553699031472,-23.72017393353477,-56.25,True,1.3680555555555556,1.1370851370851371,1.0118130457113508,2.7858585858585863,0.8598980258577289,0.8237054642283399
-23.72017393353477_-59.0625,2.3029897367246766,1.6814159292035398,1,0.07751091703056769,1.7291387773315485,1.7168141592920354,5,0.09090909090909091,0.049085229808121376,0.00909090909090909,0.05042391789379741,0.11504424778761062,0.05042391789379741,2241,23.40500531718135,-23.72017393353477,-59.0625,True,1.5371855315531167,1.8028962188254225,0.18028962188254224,2.28154123267288,0.9928723950899229,0.7301013558118838
-23.72017393353477_-61.875,2.2566718995290422,1.90625,7,0.15625,2.259811616954474,2.015625,4,0.07042253521126761,0.029827315541601257,0.0,0.0423861852433281,0.09259259259259259,0.05023547880690738,1274,35.985871497541666,-23.72017393353477,-61.875,True,3.1103515625,1.4018485915492958,0.0,1.843171296296296,0.8919438172976728,0.8447173913043479
-23.72017393353477_-64.6875,2.160633484162896,1.8288288288288288,1,0.06707317073170732,1.7882352941176471,1.3513513513513513,1,0.061478090255068674,0.042986425339366516,0.010526315789473684,0.04796380090497738,0.05660377358490566,0.050226244343891405,2210,88.97010684013367,-23.72017393353477,-64.6875,True,1.335420786640299,1.2240232384117276,0.20957799905168326,1.12697603263641,0.7556899004267424,0.8464317720862223
-23.72017393353477_-67.5,2.2914255654918465,1.6354166666666667,1,0.077733860342556,2.0931088900578643,1.34375,1,0.06616541353383458,0.0194634402945818,0.02702702702702703,0.06996317727511836,0.11278195488721804,0.05049973698053656,1901,35.83818068727851,-23.72017393353477,-67.5,True,1.5392923803249892,1.3102130325814536,0.5351914414414415,2.233317669172932,0.6419876225182206,0.713711451637588
-23.72017393353477_-70.3125,2.0833333333333335,2.5,4,0.3333333333333333,4.611111111111111,4.0,1,0.07142857142857142,0.0,,0.05555555555555555,0.0,0.05555555555555555,36,8.786217053420842,-23.72017393353477,-70.3125,True,6.0,1.2857142857142858,,0.0,0.8674698795180724,1.2
-23.72017393353477_-73.125,5.240384615384615,6.5,4,0.14285714285714285,1.9230769230769231,3.0,7,0.18181818181818182,0.028846153846153848,0.0,0.038461538461538464,0.0,0.057692307692307696,104,2.501411101548001,-23.72017393353477,-73.125,False,2.476190476190476,3.1515151515151514,0.0,0.0,1.56,1.2403669724770643
-23.72017393353477_-75.9375,6.285714285714286,7.0,7,0.07142857142857142,1.542857142857143,1.5,2,0.3333333333333333,0.05714285714285714,0.0,0.05714285714285714,0.0,0.05714285714285714,35,1.707175379851833,-23.72017393353477,-75.9375,False,1.25,5.833333333333333,0.0,0.0,0.9722222222222222,1.1136363636363638
-26.510769325211022_-53.4375,2.381111111111111,1.7252747252747254,1,0.0782122905027933,1.9294444444444445,1.901098901098901,7,0.07446808510638298,0.023333333333333334,0.0,0.055,0.1717171717171717,0.050555555555555555,1800,23.54921344667673,-26.510769325211022,-53.4375,True,1.5470562956596476,1.4729950900163666,0.0,3.3966033966033966,0.9853089611223789,0.7245670801433751
-26.510769325211022_-56.25,2.471350613915416,1.7432432432432432,1,0.07445008460236886,2.0361527967257844,1.7837837837837838,1,0.059487179487179485,0.022510231923601638,0.0,0.04638472032742155,0.19117647058823528,0.0504774897680764,1466,19.617957109585404,-26.510769325211022,-56.25,True,1.4749165409063885,1.1784892584892583,0.0,3.7873608903020664,0.8760559554529403,0.7053807879090794
-26.510769325211022_-59.0625,2.477084483710657,2.010989010989011,1,0.07042253521126761,1.8387631143014909,1.4615384615384615,1,0.060064935064935064,0.034235229155162895,0.016129032258064516,0.05024848150193263,0.14285714285714285,0.05024848150193263,1811,26.62580106407404,-26.510769325211022,-59.0625,True,1.4014858381055566,1.1953582132153562,0.3209854661467565,2.8430141287284143,0.7948486948486948,0.8118370706422423
-26.510769325211022_-61.875,2.2503736920777277,1.6119402985074627,1,0.07348242811501597,2.123318385650224,1.8805970149253732,6,0.075,0.025411061285500747,0.0,0.05007473841554559,0.05970149253731343,0.05007473841554559,1338,39.364305697381496,-26.510769325211022,-61.875,True,1.4674550569834532,1.4977611940298508,0.0,1.192247716640677,0.8856877176945265,0.7162989436741897
-26.510769325211022_-64.6875,2.1620320855614974,2.225806451612903,7,0.11428571428571428,1.8818181818181818,1.8279569892473118,5,0.07936507936507936,0.03636363636363636,0.014705882352941176,0.044919786096256686,0.023809523809523808,0.04973262032085562,1870,78.06770168244839,-26.510769325211022,-64.6875,True,2.2980030721966203,1.5958354668032086,0.29569892473118276,0.47875064004096257,0.9713781102280401,1.029497418876114
