station,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes,increasing_optimal_length,increasing_optimal_length_pp_extreme,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes,high_t_optimal_length,high_t_optimal_length_pp_extreme,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,extreme_pp_rate,days_with_pp,extreme_pp_value,lat,lon,is_land,increasing_optimal_length_pp_extreme_norm,high_t_optimal_length_pp_extreme_norm,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm,avg_high_t_chain_length_for_extremes_norm,avg_increasing_chain_length_for_extremes_norm
-20.92957425448953_-53.4375,3.199248120300752,2.857142857142857,1,0.13157894736842105,1.8045112781954886,2.857142857142857,7,0.5,0.10526315789473684,0.0,0.011278195488721804,0.0,0.05263157894736842,266,15.438781678676605,-20.92957425448953,-53.4375,True,2.5,9.5,0.0,0.0,1.5833333333333335,0.8930669800235018
-20.92957425448953_-56.25,3.2226027397260273,3.066666666666667,6,0.08333333333333333,1.7773972602739727,1.6,7,0.1111111111111111,0.10616438356164383,0.03225806451612903,0.00684931506849315,0.0,0.05136986301369863,292,13.125782506540418,-20.92957425448953,-56.25,True,1.6222222222222222,2.162962962962963,0.6279569892473118,0.0,0.9001926782273603,0.9516117605384344
-20.92957425448953_-59.0625,2.9754601226993866,3.0588235294117645,1,0.08333333333333333,1.7147239263803682,1.9411764705882353,6,0.2,0.2085889570552147,0.04411764705882353,0.024539877300613498,0.125,0.05214723926380368,326,12.545555317774415,-20.92957425448953,-59.0625,True,1.5980392156862746,3.8352941176470594,0.8460207612456748,2.3970588235294117,1.1320635588761443,1.0280169799878713
-20.92957425448953_-61.875,3.098,3.230769230769231,6,0.08333333333333333,2.182,2.0,6,0.18181818181818182,0.082,0.07317073170731707,0.01,0.2,0.052,500,18.95295619033277,-20.92957425448953,-61.875,True,1.6025641025641026,3.4965034965034967,1.4071294559099436,3.8461538461538467,0.9165902841429882,1.0428564334309978
-20.92957425448953_-64.6875,2.8353909465020575,3.0,6,0.2222222222222222,2.016460905349794,2.0,4,0.1,0.11522633744855967,0.07142857142857142,0.00411522633744856,0.0,0.04938271604938271,243,23.374013230204582,-20.92957425448953,-64.6875,True,4.5,2.0250000000000004,1.4464285714285714,0.0,0.9918367346938776,1.058055152394775
-20.92957425448953_-67.5,2.746913580246914,2.5294117647058822,5,0.11764705882352941,1.5679012345679013,1.0,1,0.06938775510204082,0.07716049382716049,0.08,0.009259259259259259,0.3333333333333333,0.05246913580246913,324,32.03676799312234,-20.92957425448953,-67.5,True,2.2422145328719725,1.3224489795918368,1.5247058823529414,6.352941176470588,0.6377952755905512,0.9208195637805683
-20.92957425448953_-70.3125,1.9589041095890412,2.75,6,0.5,4.315068493150685,3.625,6,0.3333333333333333,0.0,,0.0,,0.0547945205479452,146,5.554019613191485,-20.92957425448953,-70.3125,False,9.125,6.083333333333333,,,0.8400793650793651,1.4038461538461537
-20.92957425448953_-73.125,5.392070484581498,5.916666666666667,6,0.2857142857142857,2.33920704845815,1.8333333333333333,5,0.2,0.00881057268722467,0.0,0.05726872246696035,0.0,0.05286343612334802,227,3.361780825071037,-20.92957425448953,-73.125,False,5.404761904761904,3.7833333333333337,0.0,0.0,0.783741368487131,1.0972903050108933
-20.92957425448953_-75.9375,6.592920353982301,6.583333333333333,2,0.16666666666666666,1.4955752212389382,1.3333333333333333,2,0.16666666666666666,0.1504424778761062,0.08823529411764706,0.035398230088495575,0.0,0.05309734513274336,226,2.86744226468727,-20.92957425448953,-75.9375,False,3.138888888888889,3.138888888888889,1.661764705882353,0.0,0.8915187376725837,0.9985458612975391
-23.72017393353477_-53.4375,3.0808625336927222,3.0526315789473686,1,0.08108108108108109,1.9973045822102427,1.736842105263158,3,0.08333333333333333,0.05121293800539083,0.0,0.005390835579514825,0.0,0.05121293800539083,371,13.102500094100833,-23.72017393353477,-53.4375,True,1.5832147937411096,1.6271929824561404,0.0,0.0,0.869593010867249,0.9908366717318231
-23.72017393353477_-56.25,3.1744791666666665,2.35,1,0.0975609756097561,1.8411458333333333,1.6,1,0.064,0.06770833333333333,0.038461538461538464,0.0026041666666666665,0.0,0.052083333333333336,384,14.52439441345632,-23.72017393353477,-56.25,True,1.873170731707317,1.2288,0.7384615384615385,0.0,0.8690240452616691,0.740278917145201
