station,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes,increasing_optimal_length,increasing_optimal_length_pp_extreme,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes,high_t_optimal_length,high_t_optimal_length_pp_extreme,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,extreme_pp_rate,days_with_pp,extreme_pp_value,lat,lon,is_land,increasing_optimal_length_pp_extreme_norm,high_t_optimal_length_pp_extreme_norm,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm,avg_high_t_chain_length_for_extremes_norm,avg_increasing_chain_length_for_extremes_norm
-20.92957425448953_-53.4375,3.097902097902098,2.5,3,0.14285714285714285,3.370629370629371,2.5,5,0.2,0.0,,0.006993006993006993,0.0,0.055944055944055944,143,31.25031078234315,-20.92957425448953,-53.4375,True,2.5535714285714284,3.575,,0.0,0.7417012448132779,0.8069977426636569
-20.92957425448953_-56.25,2.8735632183908044,2.6666666666666665,5,0.125,3.8908045977011496,5.111111111111111,6,0.25,0.0,,0.017241379310344827,0.0,0.05172413793103448,174,28.87795139104128,-20.92957425448953,-56.25,True,2.4166666666666665,4.833333333333333,,0.0,1.313638601674052,0.928
-20.92957425448953_-59.0625,2.8160919540229883,3.4285714285714284,7,0.15384615384615385,3.218390804597701,3.642857142857143,2,0.1111111111111111,0.011494252873563218,0.0,0.038314176245210725,0.0,0.05363984674329502,261,44.378317033988424,-20.92957425448953,-59.0625,True,2.868131868131868,2.071428571428571,0.0,0.0,1.1318877551020408,1.2174927113702625
-20.92957425448953_-61.875,2.4330708661417324,2.4,5,0.08333333333333333,3.257217847769029,2.55,4,0.11764705882352941,0.013123359580052493,0.0,0.007874015748031496,0.0,0.05249343832020997,381,48.296881309943274,-20.92957425448953,-61.875,True,1.5875,2.2411764705882353,0.0,0.0,0.782876712328767,0.9864077669902912
-20.92957425448953_-64.6875,2.0,1.6666666666666667,3,0.10526315789473684,4.664670658682635,4.555555555555555,1,0.07692307692307693,0.005988023952095809,0.0,0.005988023952095809,0.0,0.05389221556886228,167,36.66005185805261,-20.92957425448953,-64.6875,True,1.9532163742690056,1.4273504273504274,0.0,0.0,0.9766081871345029,0.8333333333333334
-20.92957425448953_-67.5,2.0689655172413794,3.0,3,0.4,4.172413793103448,2.0,3,0.5,0.0,,0.034482758620689655,0.0,0.06896551724137931,29,36.221236910205334,-20.92957425448953,-67.5,True,5.800000000000001,7.25,,0.0,0.4793388429752066,1.45
-20.92957425448953_-70.3125,1.509433962264151,1.0,1,0.08571428571428572,6.490566037735849,7.0,7,0.0625,0.0,,0.0,,0.05660377358490566,53,26.700014853850007,-20.92957425448953,-70.3125,False,1.5142857142857142,1.1041666666666667,,,1.0784883720930232,0.6625
-20.92957425448953_-73.125,3.423076923076923,4.0,7,0.2,2.769230769230769,4.0,7,0.16666666666666666,0.0,,0.0,,0.07692307692307693,26,15.814950806088746,-20.92957425448953,-73.125,False,2.6,2.1666666666666665,,,1.4444444444444444,1.1685393258426966
-20.92957425448953_-75.9375,4.404,4.384615384615385,5,0.14285714285714285,2.876,1.9230769230769231,1,0.07236842105263158,0.0,,0.024,0.0,0.052,250,7.149081118404865,-20.92957425448953,-75.9375,False,2.7472527472527473,1.3917004048582997,,0.0,0.6686637423772334,0.9955984070425489
-23.72017393353477_-53.4375,2.9935064935064934,2.75,7,0.11538461538461539,3.1103896103896105,2.0625,2,0.09375,0.025974025974025976,0.0,0.012987012987012988,0.0,0.05194805194805195,308,43.24143338017166,-23.72017393353477,-53.4375,True,2.2211538461538463,1.8046874999999998,0.0,0.0,0.6631002087682673,0.9186550976138829
