station,extreme_pp_rate,days_total,days_with_pp,extreme_pp_value,avg_increasing_chain_length_for_extremes,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes_norm,avg_high_t_chain_length_for_extremes,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes_norm,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,lat,lon,is_land,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm
-20.261780104712045_-52.5,0.035316576519249125,3143,2201,31.39264052733779,1.4504504504504505,2.5596563792554883,0.5666582679634264,1.0810810810810811,1.6996500159083678,0.6360609954769446,0.04327076041998091,0.014705882352941176,0.05790645879732739,0.1043956043956044,-20.261780104712045,-52.5,True,0.41640169581346054,2.955994455994456
-20.261780104712045_-53.75,0.035316576519249125,3143,2202,29.44546239450574,1.4144144144144144,2.549793191218581,0.5547173077744577,1.063063063063063,1.6983773464842506,0.6259286637705521,0.04708876869233217,0.0,0.054088450524976135,0.09411764705882353,-20.261780104712045,-53.75,True,0.0,2.6649708532061473
-20.261780104712045_-55.0,0.03372573973910277,3143,2114,29.91370316594839,1.4150943396226414,2.4352529430480434,0.5810872105348788,1.1037735849056605,1.6496977410117721,0.6690762540710686,0.04708876869233217,0.006756756756756757,0.05440661788100541,0.08187134502923976,-20.261780104712045,-55.0,True,0.20034421213666498,2.4275626172349107
-20.261780104712045_-56.25,0.030862233534839325,3143,1935,29.706253577023745,1.2783505154639174,2.361119949093223,0.5414170152409503,1.0515463917525774,1.606108813235762,0.6547167807603707,0.04867960547247852,0.006535947712418301,0.053452115812917596,0.08928571428571429,-20.261780104712045,-56.25,True,0.21177818206320329,2.893041237113402
-20.261780104712045_-57.5,0.02768055997454661,3143,1733,28.32855535671115,1.3793103448275863,2.4333439389118676,0.5668373972009811,1.1724137931034482,1.6675151129494115,0.7030903552230753,0.04549793191218581,0.006993006993006993,0.054088450524976135,0.08235294117647059,-20.261780104712045,-57.5,True,0.25263242504621813,2.9751183231913454
-20.261780104712045_-58.75,0.02322621699013681,3143,1446,29.713394958525896,1.3150684931506849,2.567292395800191,0.5122394688279344,1.095890410958904,1.7015590200445434,0.6440507781682564,0.04040725421571747,0.0,0.05949729557747375,0.0962566844919786,-20.261780104712045,-58.75,True,0.0,4.144311772031354
-20.261780104712045_-60.0,0.02036271078587337,3143,1266,31.062952615320683,1.34375,2.6433343938911866,0.5083541466056813,1.0,1.7193763919821827,0.5816062176165803,0.04072542157174674,0.0078125,0.05917912822144448,0.0913978494623656,-20.261780104712045,-60.0,True,0.3836669921875,4.48849126344086
-20.261780104712045_-61.25,0.019408208717785556,3143,1208,30.689420644193888,1.3278688524590163,2.6099268215081133,0.5087762773715334,1.1639344262295082,1.72923958001909,0.6730903222887478,0.0378619153674833,0.01680672268907563,0.06299713649379574,0.09595959595959595,-20.261780104712045,-61.25,True,0.8659594985535197,4.944278854114919
-20.261780104712045_-62.5,0.019726376073814826,3143,1229,29.82450630515814,1.3548387096774193,2.6102449888641424,0.5190465705163492,1.0483870967741935,1.7375119312758511,0.6033841137449717,0.038180082723512566,0.008333333333333333,0.06267896913776647,0.06091370558375635,-20.261780104712045,-62.5,True,0.42244623655913977,3.0879318814475196
-20.261780104712045_-63.75,0.026089723194400255,3143,1649,29.31254468858242,1.4634146341463414,2.4750238625517023,0.5912729393394975,1.3048780487804879,1.6099268215081133,0.8105201002602912,0.03468024180719058,0.0,0.06586064269805918,0.07246376811594203,-20.261780104712045,-63.75,True,0.0,2.777483209614705
-20.261780104712045_-65.0,0.035952911231307665,3143,2260,28.86828789487481,1.6725663716814159,2.223989818644607,0.7520566675528884,1.4867256637168142,1.5370664969774102,0.9672487603108978,0.04581609926821508,0.0,0.054088450524976135,0.058823529411764705,-20.261780104712045,-65.0,True,0.0,1.636127017178553
-20.261780104712045_-66.25,0.032134902958956414,3143,2004,23.16337265074253,2.108910891089109,2.1918549156856506,0.9621580680349935,1.7524752475247525,1.5937002863506204,1.0996266126912153,0.05631562201718104,0.02824858757062147,0.044861597200127265,0.028368794326241134,-20.261780104712045,-66.25,True,0.8790624825194383,0.8828031739344147
-20.261780104712045_-67.5,0.02513522112631244,3143,1559,23.970200400799513,2.0759493670886076,2.4040725421571745,0.8635136131232787,1.7215189873417722,1.7346484250715877,0.9924310669873789,0.05186127903277124,0.006134969325153374,0.04931594018453707,0.03225806451612903,-20.261780104712045,-67.5,True,0.24407858973363364,1.283380971825235
-20.261780104712045_-68.75,0.028953229398663696,3143,1811,23.852694500237703,1.3626373626373627,2.492204899777283,0.5467597639179409,1.0879120879120878,1.7941457206490614,0.6063677411434105,0.04708876869233217,0.006756756756756757,0.053452115812917596,0.08928571428571429,-20.261780104712045,-68.75,True,0.2333679833679834,3.083791208791209
