station,extreme_pp_rate,days_total,days_with_pp,extreme_pp_value,avg_increasing_chain_length_for_extremes,avg_increasing_chain_length,avg_increasing_chain_length_for_extremes_norm,avg_high_t_chain_length_for_extremes,avg_high_t_chain_length,avg_high_t_chain_length_for_extremes_norm,large_jump_pos,large_jump_pos_extreme_pp_rate,large_jump_neg,large_jump_neg_extreme_pp_rate,lat,lon,is_land,large_jump_pos_extreme_pp_rate_norm,large_jump_neg_extreme_pp_rate_norm
-20.0_-52.0,0.0148648648648648,1480,424,208.3067908,3.3181818181818183,3.2135135135135133,1.032571297499809,1.181818181818182,1.5722972972972973,0.7516505840528187,0.0736486486486486,0.0275229357798165,0.0344594594594594,0.0196078431372549,-20.0,-52.0,True,1.8515429524603837,1.319073083778966
-20.0_-52.25,0.0147651006711409,1490,408,222.8870399,3.272727272727273,3.148322147651007,1.039514738086471,1.4090909090909092,1.5536912751677852,0.9069310818770864,0.0731543624161073,0.0091743119266055,0.0281879194630872,0.0238095238095238,-20.0,-52.25,True,0.6213511259382819,1.6125541125541123
-20.0_-52.5,0.014967925873129,1403,390,257.1752076,3.0,3.16535994297933,0.9477595136230578,1.0952380952380951,1.5595153243050606,0.7022938974492906,0.0655737704918032,0.0108695652173913,0.0292230933713471,0.0,-20.0,-52.5,True,0.7261904761904762,0.0
-20.0_-52.75,0.0151079136690647,1390,391,240.0143143,3.2857142857142856,3.1546762589928057,1.041537709724711,1.1904761904761905,1.5237410071942443,0.7812851297270561,0.0690647482014388,0.0,0.0323741007194244,0.0222222222222222,-20.0,-52.75,True,0.0,1.470899470899471
-20.0_-53.0,0.0149761742682096,1469,417,217.1249393,3.1818181818181817,3.061946902654867,1.0391487125591172,1.681818181818182,1.5003403675970048,1.1209577627454217,0.0646698434309053,0.0105263157894736,0.0333560245064669,0.0,-20.0,-53.0,True,0.7028708133971292,0.0
-20.0_-53.25,0.015256588072122,1442,405,221.9605452,3.1818181818181817,3.1359223300970873,1.014635519279482,1.5454545454545454,1.5055478502080444,1.0265064277040326,0.0638002773925104,0.0326086956521739,0.0305131761442441,0.0,-20.0,-53.25,True,2.1373517786561265,0.0
-20.0_-53.5,0.0153396639883126,1369,395,235.3625284,2.8095238095238093,3.087655222790358,0.9099214798292156,1.4285714285714286,1.4733382030679327,0.9696154118563638,0.0715850986121256,0.010204081632653,0.0328707085463842,0.0,-20.0,-53.5,True,0.6652089407191447,0.0
-20.0_-53.75,0.0160233066278222,1373,409,208.7733746,3.090909090909091,3.1522214129643116,0.9805494874810956,1.9090909090909092,1.4777858703568827,1.291858954254223,0.0713765477057538,0.010204081632653,0.0320466132556445,0.0,-20.0,-53.75,True,0.6368274582560296,0.0
-20.0_-54.0,0.0157932519741564,1393,421,211.5569127,2.9545454545454546,3.1658291457286434,0.9332611832611832,1.2727272727272727,1.494615936826992,0.851541350100428,0.0746590093323761,0.0192307692307692,0.0323043790380473,0.0,-20.0,-54.0,True,1.2176573426573427,0.0
-20.0_-54.25,0.016,1250,385,252.6774403,3.5,3.3328,1.0501680268843014,1.3,1.512,0.8597883597883598,0.0872,0.0275229357798165,0.0352,0.0,-20.0,-54.25,True,1.720183486238532,0.0
